index,domains
172,abhipay.com.pk
173,abidkhurram.com.pk
174,abkdiplomatic.pk
175,abl.atlas.pk
176,ablogistic.pk
177,abmotors.pk
178,abnnews.pk
179,about.patari.pk
180,aboutcars.pk
181,abplastics.com.pk
182,abra.pk
183,absher.pk
184,absolute.pk
185,abwholesale.pk
186,ac.pk
187,acad.org.pk
188,academy.bls.com.pk
189,academy.etea.pk
190,acadmissions.muet.edu.pk
191,acash.org.pk
192,access.mabl.pk
193,access.rspn.pk
194,accesson.net.pk
195,accesson.pk
196,accl.com.pk
197,accountancy.com.pk
198,accounts.landmarketing.com.pk
199,accretinternational.com.pk
200,accurate.com.pk
201,accuratestore.com.pk
202,acd.org.pk
203,acecart.pk
204,acematerial.pk
205,acep.org.pk
206,acepos.pk
207,acgp.pk
208,acharge.com.pk
209,aclass.pk
210,acoba.aitchison.edu.pk
211,acom.pk
212,acp.dnt.net.pk
213,acroengineering.com.pk
214,action.org.pk
215,activecourier.pk
216,actshop.zong.com.pk
217,actshopfb.zong.com.pk
218,adabistan.edu.pk
219,adambernard.pk
220,adamjee.com.pk
221,adams.pk
222,adapter-webui-secure-chatbot.apps.icp4app.jazz.com.pk
223,adcycle.com.pk
224,adecor.pk
225,adlg.org.pk
226,adly.pk
227,admin-dev-preview.takafulbazaar.com.pk
228,admin-dev.takafulbazaar.com.pk
229,admin-portal.smc.gos.pk
230,admin.amplefurniture.pk
231,admin.appmakers.pk
232,admin.aquafina.com.pk
233,admin.aquastream.pk
234,admin.autodeals.pk
235,admin.bikjaa.pk
236,admin.cvmaker.pk
237,admin.engageplay.com.pk
238,admin.faizy.pk
239,admin.gok.pk
240,admin.insafacademy.pctb.pk
241,admin.insta.com.pk
242,admin.isr.kbc.org.pk
243,admin.maps.edu.pk
244,admin.mercantile.com.pk
245,admin.mgmotors.com.pk
246,admin.mindboost.craveteck.pk
247,admin.pakprice.pk
248,admin.pbc.gov.pk
249,admin.premed.pk
250,admin.quicksmart.pk
251,admin.sastatareen.pk
252,admin.siyaahat.pk
253,admin.t-electronics.com.pk
254,admin.takafulbazaar.pk
255,admin.taxclinic.com.pk
256,admin.techyard.pk
257,admin.walee.pk
258,admin.webbystoress.pk
259,admin.weship.pk
260,admin.zerocarbon.com.pk
261,adminbackend.pakistansweethome.org.pk
262,admincp.broadband.net.pk
263,admincpe.ucp.edu.pk
264,adminer.trionex.pk
265,admintool.eduroam.pk
266,admission.bnu.edu.pk
267,admission.com.pk
268,admission.cust.edu.pk
269,admission.gu.edu.pk
270,admission.hamdard.edu.pk
271,admission.lumhs.edu.pk
272,admission.mnsuam.edu.pk
273,admission.multanust.edu.pk
274,admission.must.edu.pk
275,admission.numspak.edu.pk
276,admission.szabmu.edu.pk
277,admission.uoh.edu.pk
278,admission.zu.edu.pk
279,admissions.ajku.edu.pk
280,admissions.case.edu.pk
281,admissions.cedar.edu.pk
282,admissions.cpmc.edu.pk
283,admissions.cust.edu.pk
284,admissions.duhs.edu.pk
285,admissions.eum.edu.pk
286,admissions.gandhara.edu.pk
287,admissions.icp.edu.pk
288,admissions.iefr.edu.pk
289,admissions.iiui.edu.pk
290,admissions.imdcollege.edu.pk
291,admissions.indusvalley.edu.pk
292,admissions.iobm.edu.pk
293,admissions.iuk.edu.pk
294,admissions.kohat.edu.pk
295,admissions.lmdc.edu.pk
296,admissions.maju.edu.pk
297,admissions.pide.org.pk
298,admissions.quest.edu.pk
299,admissions.rmcsargodha.edu.pk
300,admissions.rwu.edu.pk
301,admissions.sbbuvas.edu.pk
302,admissions.uettaxila.edu.pk
303,admissions.uo.edu.pk
304,admissions.uoj.edu.pk
305,admissions.yes.edu.pk
306,admissions1.duhs.edu.pk
307,admissionsghr.szabist.edu.pk
308,admissionsold.awkum.edu.pk
309,adology.pk
310,adopak.org.pk
311,adore.com.pk
312,adoro.com.pk
313,adour.pk
314,adroit.pk
315,adrspunjab.gov.pk
316,ads.innobrains.pk
317,adsleatherbelts.pk
318,adsprofit.pk
319,adtest.ucp.edu.pk
320,adv.iportal.pk
321,advancedsolutions.com.pk
322,advancetelecom.com.pk
323,advengers.pk
324,adventinteractive.com.pk
325,adverto.com.pk
326,adverts.pk
327,ae1.gerrys.com.pk
328,aec-inc.pk
329,aec.net.pk
330,aeg.com.pk
331,aegis.hamdard.com.pk
332,aempro.com.pk
333,aeo.com.pk
334,aeoi.fbr.gov.pk
335,aeontrisl.pk
336,aeronet.com.pk
337,aeropak.net.pk
338,aerothotic.com.pk
339,aerowhatsapp.com.pk
340,aestheticslab.pk
341,aew.net.pk
342,af.org.pk
343,afadmissions.muet.edu.pk
344,afaq.edu.pk
345,afclothing.pk
346,afes.edu.pk
347,affco.com.pk
348,affiliate.nexgenshop.pk
349,affinity.com.pk
350,affordable.pk
351,afforestation.pk
352,afham.pk
353,afmdc.edu.pk
354,afp.com.pk
355,afp.gov.pk
356,afras.com.pk
357,afroasian.edu.pk
358,afsanah.pk
359,afss.pk
360,afzalenterprises.pk
361,agahe.org.pk
362,agahi.org.pk
363,agcc.com.pk
364,agency.considracare.pk
365,agency21.com.pk
366,agency51.pk
367,agent11.pk
368,aggb.gov.pk
369,agico.com.pk
370,agmip.pk
371,agp.com.pk
372,agp.gov.pk
373,agpr.gov.pk
374,agripunjab.gov.pk
375,agrisarsabzfertilizersandchemicals.com.pk
376,agrom.staging.farmdar.pk
377,agromai-staging.farmdar.pk
378,agronomics.pk
379,agrosteel.com.pk
380,agu.edu.pk
381,ahan.org.pk
382,ahbelectronics.pk
383,ahf.rasco.com.pk
384,ahfcl.org.pk
385,ahlan.pk
386,ahmadfabrics.pk
387,ahmadjamal.pk
388,ahmedcorp.com.pk
389,ahmedfitness.com.pk
390,ahmedperfumes.pk
391,aho.org.pk
392,ahpc.org.pk
393,ahrsolutions.com.pk
394,ahsanautos.pk
395,aibtech.edu.pk
396,aiesec.org.pk
397,aifd.edu.pk
398,aig.com.pk
399,aihcommunication.net.pk
400,ail.atlas.pk
401,ailaaj.pk
402,ailaan.pk
403,aimec.edu.pk
404,aimis.olmrts.com.pk
405,aimms.edu.pk
406,aimstextile.com.pk
407,ainak.pk
408,ainotes.pk
409,aiou.edu.pk
410,aioudts.pk
411,aiouenrollment.net.pk
412,aiouresult.pk
413,aioututor.pk
414,airhostess.pk
415,airmax.com.pk
416,aisecurity.pk
417,aispak.edu.pk
418,ait.com.pk
419,aitadal.com.pk
420,aitchison.edu.pk
421,ajfoundation.mgs.edu.pk
422,ajk.gov.pk
423,ajkassembly.gok.pk
424,ajkbise.edu.pk
425,ajkcoe.com.pk
426,ajked.gok.pk
427,ajkhighcourt.gok.pk
428,ajkird.gov.pk
429,ajkmc.edu.pk
430,ajkpolice.gok.pk
431,ajkppra.gov.pk
432,ajkpsc.gov.pk
433,ajksupremecourt.gok.pk
434,ajku.edu.pk
435,ajkuob.edu.pk
436,ajmal.pk
437,ajmery.pk
438,ajooba.pk
439,ajtraders.com.pk
440,akhuwat.edu.pk
441,akhuwat.org.pk
442,akhuwatloan.pk
443,akru.pk
444,aksa.com.pk
445,akseer.pk
446,akzonobel.pk
447,al-amynschool.edu.pk
448,ala.com.pk
449,alahmar.com.pk
450,alakhbar.com.pk
451,alaqsa.com.pk
452,alawwal.pk
453,alb.net.pk
454,albaikpakistan.pk
455,albakio.com.pk
456,albaraka.com.pk
457,alburakinternet.net.pk
458,alclean.pk
459,aldoshoes.pk
460,aleemkhan.pk
461,aleez.pk
462,alert.zong.com.pk
463,alerts.etracking.pk
464,alfaisal.com.pk
465,alfatah.com.pk
466,alfatah.pk
467,alfaz.pk
468,alhafeez.pk
469,alhaidertravel.pk
470,alhamd.consoft.com.pk
471,alhamdcollege.edu.pk
472,alhamdtech.pk
473,alhaseeb.pk
474,alhassan.pk
475,alhuda.com.pk
476,alia.pk
477,alibabasp.pk
478,alidaraz.pk
479,alifat.pk
480,alifpakistan.pk
481,aliftech.pk
482,alightmotion.pk
483,alisports.pk
484,alitrust-school.elearners.com.pk
485,alizeh.pk
486,aljalildevelopers.com.pk
487,alkaramgold.pk
488,alkarimfabrics.pk
489,alkawthar.edu.pk
490,alkhaliq.pk
491,alladin.pk
492,allgovtjobz.pk
493,allinonestore.pk
494,allmytech.pk
495,allpatient.pk
496,allprizebond.pk
497,allrugo.pk
498,alltech.pk
499,alluniversities.pk
500,allurebeauty.pk
501,allyours.pk
502,almas.pk
503,almiftah.azaan.com.pk
504,almirah.com.pk
505,almishkat.pk
506,almujtaba.pk
507,almumtaz.com.pk
508,almuneer.pk
509,almunir.edu.pk
510,alnafaytraders.com.pk
511,alnaseeb.com.pk
512,alnasser.pk
513,alnoorcollege.edu.pk
514,aloha.pk
515,aloia.tekbar.pk
516,alpha.edu.pk
517,alpha.goonj.pk
518,alphachemicals.com.pk
519,alphainsurancedigital.com.pk
520,alpinefarms.com.pk
521,alqudstrading.com.pk
522,alrahman.janggroup.com.pk
523,alrug.pk
524,alshifa.org.pk
525,alsibgha.pk
526,alt.infini.pk
527,althaqafah.com.pk
528,altiga.com.pk
529,alumni.cuiatd.edu.pk
530,alumni.gift.edu.pk
531,alumni.namal.edu.pk
532,alumni.ssuet.edu.pk
533,alumni.tuf.edu.pk
534,alwujood.pk
535,am99.com.pk
536,amaleaked.pk
537,amazon.pk
538,ambile.pk
539,amcl.pk
540,amcollege.edu.pk
541,amdc.edu.pk
542,amdhouse.pk
543,amdte-rect.gov.pk
544,ameen.pk
545,ameena.pk
546,americanlycetuffdnk.edu.pk
547,amforia.pk
548,aminandco.pk
549,amir.host.com.pk
550,amirtraders.pk
551,amis.pk
552,amity.pk
553,amnabatool.com.pk
554,ample.org.pk
555,ams-host01.linux.net.pk
556,ams.brsp.org.pk
557,ams.qurtuba.edu.pk
558,amsat.pk
559,amsbc.pk
560,amspower.com.pk
561,amts.pk
562,anabiya.pk
563,anali.com.pk
564,analog.pk
565,analysteye.com.pk
566,analytics.appmaker.pk
567,analytics.comsats.edu.pk
568,anarkalicrafting.pk
569,anas.pk
570,anayastore.pk
571,andalou.pk
572,andrio.cba.com.pk
573,android.districtcourtschitral.gov.pk
574,aneela.pk
575,aneelas.pk
576,anex.pk
577,anf.gov.pk
578,anfnorthregion.gov.pk
579,ang-uat-staging2.cba.com.pk
580,anhaar.com.pk
581,anicove.pk
582,animalnexus.com.pk
583,animalz.pk
584,anms.pk
585,annual.usindh.edu.pk
586,anonib.pk
587,anps.app.com.pk
588,ansenterprises.com.pk
589,antispam.comsats.net.pk
590,antlere.com.pk
591,antstore.pk
592,anyconnect.uep.com.pk
593,aodour.pk
594,aoe.edu.pk
595,aof.com.pk
596,aofmobile-multinet-staging.nextventures.com.pk
597,aofmobile-multinet.nextcapital.com.pk
598,aol.awkum.edu.pk
599,aonehosting.pk
600,ap.bsms.pk
601,apexgroup.pk
602,apexminerals.com.pk
603,api-cms.deepo.pk
604,api-jazz.ding.pk
605,api-staging.savyour.com.pk
606,api-stg.amdan.pk
607,api-upos-stage.oscar.pk
608,api.3dlifestyle.pk
609,api.adventurediaries.pk
610,api.affiliates.master.com.pk
611,api.aftchm.pk
612,api.alb.farmdar.pk
613,api.app.walee.pk
614,api.appgenii.people.com.pk
615,api.appmaker.pk
616,api.asffoundation.gov.pk
617,api.beloz.digidiv.pk
618,api.bikebazaar.pk
619,api.bnu.edu.pk
620,api.clearpathortho.pk
621,api.cloudcall.pk
622,api.corportal.telenor.com.pk
623,api.dma.gov.pk
624,api.easypaisa.telenorbank.pk
625,api.enterprise.walee.pk
626,api.fasttravel.pk
627,api.fbr.gov.pk
628,api.finnect.com.pk
629,api.ghadeeri.pk
630,api.gofoods.pk
631,api.goldfin.com.pk
632,api.gourmetfoods.pk
633,api.hissay.pk
634,api.innovasolutions.pk
635,api.insights.walee.pk
636,api.jarvis.pk
637,api.kaay.pk
638,api.labcloud.pk
639,api.lunara.pk
640,api.meidan.pk
641,api.mercantile.com.pk
642,api.mezbaan.pk
643,api.mhpss.pk
644,api.mobile.walee.pk
645,api.noagent.pk
646,api.odiking.com.pk
647,api.pencil.pk
648,api.portal.farmdar.pk
649,api.pryze.pk
650,api.recce.pk
651,api.relisystems.com.pk
652,api.sadruddin.com.pk
653,api.sayr.pk
654,api.sehgalmotor.pk
655,api.shadiyana.pk
656,api.shipkardo.pk
657,api.sierratextiles.com.pk
658,api.silverskyapparel.pk
659,api.takafulbazaar.pk
660,api.teamsuite.com.pk
661,api.truckistan.pk
662,api.tuic.pk
663,api.udhaar.pk
664,api.vakeelonline.pk
665,api.wapi.pk
666,api.weblisting.pk
667,api.weship.pk
668,api.zong-cap.com.pk
669,api01.jazzcloudbox.com.pk
670,api2.master.com.pk
671,apicta.pk
672,apim.jazz.com.pk
673,apim.zong.com.pk
674,apis.jazz.com.pk
675,apis.laam.pk
676,apis.martcart.pk
677,apis.telenor.com.pk
678,apistest.jazz.com.pk
679,apkguru.pk
680,apkshop.com.pk
681,apl.com.pk
682,apmfitc.edu.pk
683,apms.pk
684,apnafurniture.pk
685,apnahero.pk
686,apnatime.pk
687,apnicar.pk
688,apnichatapnaghar.com.pk
689,apnichhatapnaghar.pk
690,apnijob.pk
691,apnilab.pk
692,apollo.com.pk
693,apollo.telenor.com.pk
694,apollosports.pk
695,app-api.clicky.pk
696,app.abc.gov.pk
697,app.alfatah.pk
698,app.beta.farmdar.pk
699,app.cambridge.com.pk
700,app.citys.pk
701,app.cokestudio.com.pk
702,app.com.pk
703,app.deploy.com.pk
704,app.detox.pk
705,app.dresspoint.com.pk
706,app.epw.gov.pk
707,app.exam360.pk
708,app.flycourier.com.pk
709,app.flymeal.pk
710,app.fxglobal.pk
711,app.getsub.com.pk
712,app.greenery.pk
713,app.halka.pk
714,app.its.com.pk
715,app.madigital.pk
716,app.mlc.gov.pk
717,app.mulphico.pk
718,app.myapt.pk
719,app.oilshop.pk
720,app.paraschool.edu.pk
721,app.pcb.com.pk
722,app.petmania.pk
723,app.savourfoods.com.pk
724,app.sbbusba.edu.pk
725,app.sehgalmotors.pk
726,app.shiraz.pk
727,app.socializer.pk
728,app.sparklab.pk
729,app.swagkicks.pk
730,app.traintravels.pk
731,app.tsssc.edu.pk
732,app.udhaar.pk
733,app.washup.com.pk
734,app1.uniquetrack.com.pk
735,appdynamicseumprodnocdfs.jazz.com.pk
736,applemac.pk
737,appleman.pk
738,applepakistan.com.pk
739,appleused.pk
740,application.btsc.edu.pk
741,apply.iec.org.pk
742,apply.joinasf.gov.pk
743,apply.socialwelfare.gob.pk
744,apps.balochistanpolice.gov.pk
745,apps.dynasol.pk
746,apps.flexifee.pk
747,apps.informatica.com.pk
748,apps.ktrade.pk
749,apps.lnh.edu.pk
750,apps.mulphico.pk
751,apps.myinstitute.pk
752,apps.net.pk
753,apps.pmuhealth.gop.pk
754,apps.stylo.com.pk
755,appsmith.appedology.pk
756,appspk.net.pk
757,appsys.com.pk
758,appsys.pk
759,appu.pk
760,apricart.pk
761,apricot.com.pk
762,apricotservices.pk
763,aprints.pk
764,apsacssectt.edu.pk
765,aptech-education.com.pk
766,aptechnorth.com.pk
767,aptma.org.pk
768,aqservices.pk
769,aquafeeds.pk
770,araasta.pk
771,arabianoud.pk
772,arabians.pk
773,arabnews.pk
774,arbdigital.pk
775,archivault.primewave.pk
776,archive.pakistantoday.com.pk
777,ard.neduet.edu.pk
778,ardix.asaanretail.pk
779,areezayjewellers.com.pk
780,arena.mulphico.pk
781,arena.net.pk
782,arfragrances.pk
783,arg.net.pk
784,argandeluxe.pk
785,ariespharma.com.pk
786,arifhabib.pk
787,arimpex.pk
788,armaf.com.pk
789,aroma-247.com.pk
790,aromaconcepts.pk
791,arome.pk
792,aror.edu.pk
793,arqs.pk
794,artificialjewelry.pk
795,artisancoffeeroaster.pk
796,artisanvapor.pk
797,artistan.pk
798,artscouncil.org.pk
799,artstudio.com.pk
800,artvision.pk
801,artxtra.pk
802,arus.pk
803,aryjewellers.com.pk
804,arylaguna.com.pk
805,arysahulatbazar.pk
806,arzaan.pk
807,asaanbuy.pk
808,asaankarobarcards.pk
809,asaankarobarfinancescheme.com.pk
810,asaanretail.pk
811,asaantax.pk
812,asad.codemovement.pk
813,asadautos.pk
814,asanquran.pk
815,asans.pk
816,asavir.pk
817,asb.com.pk
818,ascendant.roomph.pk
819,asearningsite.pk
820,aset.pk
821,asf.gov.pk
822,asffoundation.gov.pk
823,asfjobs.pk
824,asgifts.com.pk
825,ashraf.net.pk
826,asia-marine.com.pk
827,asiainsurance.com.pk
828,asianhospital.com.pk
829,asifaandnabeel.pk
830,asil.com.pk
831,ask4.awt.com.pk
832,ask5.awt.com.pk
833,ask7.awt.com.pk
834,askanalyst.com.pk
835,askaribank.com.pk
836,asktech.com.pk
837,asla.pk
838,asli.pk
839,asmc.edu.pk
840,asmite.pk
841,asmr.mgmotors.com.pk
842,aspirecolleges.edu.pk
843,aspiremarketing.pk
844,asraderm.pk
845,asset.auxo.com.pk
846,asset.wajiz.pk
847,assetplex.com.pk
848,assets.wowhealth.pk
849,associatesmarketing.com.pk
850,astenterprises.com.pk
851,astore.pk
852,astrohope.pk
853,at.petmania.pk
854,atcglobal.pk
855,atfcloud1.dtsl.com.pk
856,ath.gov.pk
857,atlas.cubexs.net.pk
858,atlas.pk
859,atlashonda.com.pk
860,atonline.pk
861,atozadvert.com.pk
862,atozstore.pk
863,atrangi.pk
864,atrc.net.pk
865,ats.bytecrew.pk
866,atssynthetic.com.pk
867,attarigadgets.pk
868,attendance.bls.com.pk
869,attendance.dpeldd.gop.pk
870,atyourservice.pk
871,au.edu.pk
872,audible.com.pk
873,audio.bajao.pk
874,audit.ntp.gov.pk
875,aukfoods.com.pk
876,aumc.edu.pk
877,aup.edu.pk
878,aurdekhao.pk
879,auria.pk
880,auroracloset.pk
881,ausitaleem.com.pk
882,ausman.pk
883,aust.edu.pk
884,authentication-console.sbp.org.pk
885,authentico.pk
886,autodiscover.oip.com.pk
887,autohub.pk
888,autojin.pk
889,autoline24.pk
890,automark.pk
891,automedic.com.pk
892,automoto.pk
893,autoplay.com.pk
894,autopower.com.pk
895,autoready.com.pk
896,autoresponder.pk
897,autostore.pk
898,autotech.pk
899,autotel.pk
900,autumn.pk
901,av.ears.pk
902,aviator-game.com.pk
903,aviator-games.com.pk
904,aviator.com.pk
905,aviator.net.pk
906,avmall.pk
907,avocado.pk
908,awab.pk
909,awamiawaz.pk
910,awantrading.com.pk
911,awkum.edu.pk
912,awkum.web.pk
913,aws.yasar.pk
914,awtho.awt.com.pk
915,axem.pk
916,axonteam.pk
917,ayat.net.pk
918,ayo.insaf.pk
919,aysonline.pk
920,ayubmed.edu.pk
921,ayzel.pk
922,az-solutions.pk
923,azaadurdu.pk
924,azads.pk
925,azagpunjab.com.pk
926,azonline.pk
927,azpackages.pk
928,azureofficial.pk
929,azurofficial.com.pk
930,b-sms.telecard.com.pk
931,b1.truckload.pk
932,b2bconsole.farmdar.pk
933,b2c.com.pk
934,b2cadmin.unityfoods.pk
935,b9gameapp.pk
936,baapparels.pk
937,baba.pk
938,babafareed.pk
939,babiesstore.pk
940,babiesworld.com.pk
941,babifystore.pk
942,baby-store.pk
943,babybazar.pk
944,babycloset.pk
945,babyland.com.pk
946,babyplanet.pk
947,babyshark.pk
948,babyshop.pk
949,babystuff.com.pk
950,babytoys.pk
951,bacgame.com.pk
952,back.pk
953,backend.aloha.pk
954,backend.goto.com.pk
955,backend.koyal.pk
956,backend.legalavenue.pk
957,backend.planit.pk
958,backend.wonderwomen.pk
959,backend.zgc.com.pk
960,backendadmin.alliedschools.edu.pk
961,backendenroll.iec.org.pk
962,backgrounds.pk
963,backupcloud.springer.pk
964,baghicha.com.pk
965,bagshop.pk
966,bagstore.pk
967,bagx.pk
968,bah.greenvalley.pk
969,bahria.edu.pk
970,bahriacolleges.edu.pk
971,bahunar.pk
972,baigstore.pk
973,bair.bh.edu.pk
974,baithak.briskteck.com.pk
975,bajao.pk
976,bakar.pk
977,bakehouse.pk
978,bakehouse.rasco.com.pk
979,bakerssupplies.pk
980,bakeware.pk
981,bakhtawari.pk
982,bakraonline.pk
983,bal.cpims.org.pk
984,balochistan-zameen.gob.pk
985,balochistan.gov.pk
986,balochistan.org.pk
987,balochistankissan.gob.pk
988,balochistanleviesforce.gob.pk
989,balochistanpolice.gov.pk
990,bandana.pk
991,bankingmohtasib.gov.pk
992,bankislami.com.pk
993,banknews.pk
994,banoqabil.pk
995,banuri.edu.pk
996,baqai.edu.pk
997,baqsa.pk
998,baraniinstitute.edu.pk
999,baraq.pk
1000,bareanatomy.pk
1001,bareezehome.com.pk
1002,bareza.pk
1003,bargainhunt.pk
1004,baron.pk
1005,baroque.com.pk
1006,baroque.pk
1007,barqaab.pk
1008,barqraftar.pk
1009,base.pk
1010,baseeratafroz.pk
1011,basmatowers.pk
1012,bata.com.pk
1013,batik.com.pk
1014,batmobile.dietbox.pk
1015,batterymax.pk
1016,battmax.pk
1017,bausch.pk
1018,bavari.pk
1019,bazaarr.pk
1020,bb.fmfb.pk
1021,bbag.pk
1022,bbd.tricasol.pk
1023,bbgfashion.pk
1024,bbise.edu.pk
1025,bbsul.edu.pk
1026,bc-game.pk
1027,bcra.gob.pk
1028,bcrabeta.pk
1029,bd.bedouin.com.pk
1030,beachresort.pk
1031,beaconhouse.edu.pk
1032,beaconimpex.com.pk
1033,beaconlightacademy.edu.pk
1034,beast.devices.com.pk
1035,beats.com.pk
1036,beautician.pk
1037,beautifly.com.pk
1038,beautifly.pk
1039,beautybox.pk
1040,beautyfly.pk
1041,beautygirl.pk
1042,beautyglance.pk
1043,beautysol.pk
1044,beautystore.pk
1045,bebekingdom.pk
1046,bebelleundergarments.pk
1047,bebrand.com.pk
1048,bechlo.pk
1049,becho.com.pk
1050,becutecosmetics.pk
1051,bedfantasy.pk
1052,beechtree.pk
1053,beeducated.pk
1054,beegb.edu.pk
1055,beep.gov.pk
1056,bellacom.com.pk
1057,belsaat.com.pk
1058,beme.pk
1059,benazirharicard.gos.pk
1060,benazirincomesupportprogramme.pk
1061,benazirkafalat.pk
1062,benazirtaleemi8171.pk
1063,benazirtaleemiwazaif.pk
1064,beoe.gov.pk
1065,berger.com.pk
1066,bery.com.pk
1067,bestnow.pk
1068,besttimetovisit.com.pk
1069,bestvalue.pk
1070,bestway.com.pk
1071,bestwayconsultancy.com.pk
1072,bet-pro.pk
1073,beta-admin2022.clicky.pk
1074,beta-testing-backend.kkn.com.pk
1075,beta.api.trukkr.pk
1076,beta.medonline.pk
1077,beta.mufap.com.pk
1078,beta.nawaiwaqt.com.pk
1079,beta.owb.com.pk
1080,beta.ween.pk
1081,betpkr.com.pk
1082,betprowallet.pk
1083,betrupees.pk
1084,beurer.pk
1085,beyondads.pk
1086,beyourself.pk
1087,beyoustore.pk
1088,bfecs.com.pk
1089,bgnu.edu.pk
1090,bgnuapi.uel.edu.pk
1091,bhaiyag.pk
1092,bhaun.pk
1093,bhltechnologies.pk
1094,bi.santex.com.pk
1095,bic.edu.pk
1096,biek.com.pk
1097,biek.edu.pk
1098,bifs.com.pk
1099,bigbasket.pk
1100,bigbluebutton.fccollege.edu.pk
1101,bigbrand.pk
1102,bigidea.pk
1103,bigowner.pk
1104,biit.edu.pk
1105,bike.com.pk
1106,bikeparts.pk
1107,bikjaa.pk
1108,bikri.pk
1109,bilalfabrics.pk
1110,bilalmarth7.pk
1111,bill.gdnet.com.pk
1112,billing.cloudx.pk
1113,billing.com.pk
1114,billing.fg.com.pk
1115,billing.parkviewcity.com.pk
1116,billpitc.com.pk
1117,bims.edu.pk
1118,binarybreaker.hisabkitab.pk
1119,binarygenes.pk
1120,bincy.pk
1121,binfahad.pk
1122,bingopatti.pk
